review,rating
"It's been 3 month I'm using this headphone, Personally I'm Boat speaker and headphone lover I'm already having 2 speaker and 1 headphone for my family but this headphone really not upto the level. first time I'm hearing the audio i didn't like the audio quality but after it's ok and bass is overwhelming bcoz of that in high volume music gets distorted. Build quality is ok but it won't fit for everyone for me it fits ok but for my family members it's not fitting well they are feeling discomfor...READ MORE",3
"nice quality headphones,high quality beats and crystal clear sound but there is also a fault that when i plug the jacks it sounds clear but when i use the Bluetooth feature,it feels something like uuuuuuREAD MORE",4
this product is very good in battery backup and sound quality is very good . i suggest you that this product goodREAD MORE,5
good quality product. flexible and easy to use and even have a good battery backup. must buy.READ MORE,4
"In this product you will get rich Base and nice audio quality but i disappointed on call, what ever you talk won't be able to here by other person... over all product is ok for traveling and mainly for music lover will like this product..READ MORE",3
"Have been using this for more than 6 months now. Working smoothly without any issues. Good bass with proper maintenance of sound quality. Overall, a good choice if you are looking for good headset in the mid range.READ MORE",5
"1st of all Flipkart u have a god damn super fast service, tq u for that.And the quality of the product is super cool.. everything is grt yrr.. u have to by this as soon as u can.. Best type quality product within budget..🎧🎧READ MORE",5
"sound quality not that good, but works good when volume is on middle levels. it becomes notice when you max the volume. all in and all good buy.READ MORE",4
"Made order on December 1 at night and got delivered at home around 12.30 pm. Made order under 'Flipkart Pay Later' facility on Big Shopping Day period ( dec 1 - 5) Price was 999.Packing was good for mobility Delivery is fast I have still next month Jan 10 2020 to pay the dues (999) without any extra interest or service fee. but after 10th they will charge fine for late repay and Thank you Flipkart for this facility. Boat Rockers 400 is Superb even in this price range (₹999), now it is 1...READ MORE",5
"it is a good product as i tried jbl t450bt ,ubon 5605 and boat rocker 510 but this product is better than other as compare to bass .it give extra bass on usin equilizer and is comfortable to take anywhereREAD MORE",4
"Value for money I should say, at this price tag it is good product, sound quality is good not great, bass is just decent however it is really comfortable, overall a good product, got at 999 at sale, so it was a good dealREAD MORE",4
"wonderful Headset Boat Rockerz 400extra bass. it's very Good clarity Sounds.then when we but different type of fusion sound editing song 5D,8D it's was awesome and Mind-blowing. It's worth to buy this Product Don't Miss it.READ MORE",5
i am writing this review aftet using it 1 week ....super quality sound is very good but it comes out on full volume.battery backup is also very good it get charged within a hour and last upto to 6-8hours.new user may feel pain in initial days but pain will not feel after some days of use.foldable with easy carry.don't buy if you don't like extra bass.and i got it in 999 rupees so if more than this wait for a offer and if less it's your luck.thank u flipkart for your super fast delivery...READ MORE,5
fantastic bass and crisp and clear voice overall superREAD MORE,5
good bass. excellent for listening music. mic doesn't work properly. buy if you are music loverREAD MORE,5
beautiful design and comfortable to wear 😍 sound quality and battery back up is also very very good thank you Flipkart 😊 for giving such a nice product on this rangeREAD MORE,5
"Awesome product by Boat. Great delivery by Flipkart, 1day before expected date.Bass and Sound clarity is great. Used Nokia BH-503, Boat Rockerz 400, Leaf Bass 2 are high end headphones.READ MORE",5
"I have seen this in Local Shop in October and i was confused which one should i buy after googling over internet i have found that Boat is more Popular so i bought Boat Rockerz 400 at 1000 Rs.after that i realized it that FnD  HW 110 is much much better then Boat,I left Boat Rockerz to my Brother and bought this Product from Local Shop @1350 and i am Happy.Also i bought many product from E-commerce but this is my first Review.Its a real review if you bought FnD HW110 you won't Regret.Pr...READ MORE",3
"It is a best headphone ever I had ,it's sound quality is very good ,bass and the style of the headphone very good but the mic is not seems to be great functioning mic but also good soundREAD MORE",5
I used it last four months its awesome product good build quality super battery backup its really give u the 8 hr of use on one chargeREAD MORE,5
"For using YouTube,  volume is less comparatively other application. Generally speaking with this Bluetooth headset mic is not to the level of moderate. Can't hear by counterpart always. I havnt like it. Other than can be use this headset for hear songs in music app. Its nice to feel. I love it.READ MORE",4
I have been using it since 2 monthsPros:Sound quality is amazing with an awesome bass.Good to listen to music and movies while travelling.Bluetooth connectivity is gud.Autoconnects once bluetooth is on.Good fit around the ears which I like while joggingBattery backup is gudGood to receive cals which I was sceptical.sometime the sound is not clear for the other person when still and not audible during travelling.but works fine most of the time.Cons:Not much.Its tight fitting around th...READ MORE,4
"Got it for 1k in Big billion.I have been using this for 1-2month nd i feel absolutely satisfied for the product. Apart from the satisfying build quality, i would vote for excellence in all other aspects. Jst go for itREAD MORE",5
"the product has good design,  tight fit,  comfort to wear... sound quality is good... overall,  a good product for the priceREAD MORE",4
they are just amazing good sound quality n battery back up amazing I'm fully satisfied with this ❤READ MORE,5
Everything is superb .. and sond quality and bass is extreme .. but the range is not as much as needed .. as it was shown that it have range of 10m but it is not .. but still it is one of the best headphone i hav used...READ MORE,5
"I am writing this review after using the item for more than a month.Pros:1. Good build.2. good sound quality.(I don't want to get into bass and so, only little of us actually understands about it. So, I will say directly tell that the sound is good and smooth.)3. dual connection (Bluetooth+aux cable)4. long battery5. good fit.(they are extendable.)6. easy to use.(they aren't difficult to use)Cons:1. It is little bit tight.(feel tight for new headphone users, and feeling will be gone...READ MORE",4
This very accurate review.THIS headphone has very nice sound and bass quality you wont regret it.  ButThe cushions for the ears on the headphones are very irritating and causes disturbances.On full bass volume after several hours of continuous usage may give headache.But overall its very awesome quality headphones as compared to other headphones in market.Im glad i bought itBoat is very nice company i you want to buy these go for it.READ MORE,4
"Fact: See if you are looking for budget headphone ...this is the best in this range...none jbl,Sony, Phillips, beats nobody has this kind of sound quality in this range. fun fact : even boat have made only this model which has such great dynamic sound ...even rest of their models even the expensive ones are not so great...Bass-It is like you are sitting in a car with woofers with good amount of crisp Trible - not like Sennheiser but still pop music lovers will like it...I  bought it for th...READ MORE",5
good for listening songs but not so good while on call coz sometimes sound is not audible or repeated sound comes can not talk softly on call..just for music is best.READ MORE,3
"good product.... you can go for it.initially i felt little tightness for my ears... but later many usage,it cusion gets adjusted with my ears.feel good comfort with a rating 3.5/5READ MORE",4
"This is a wonderful companion for both my phone and music, this has an amazing battery life that lasts a whole day (depends on use) and it has good bass and sound quality is also works for calling on the go, best part is it comes with an additional aux cable that always keeps me connected in case its low on its juice, it feels little tight in the beginning but with time it gets acoustomed with your ears, easy to carry for its foldable mechanism, considering the price point its a good product,...READ MORE",4
The right and left distribution is not okay...otherwise the sound quality is good but clarity is okay...bass is almost perfectREAD MORE,4
"nice Bluetooth headphone, I am pleased with its performance after 10 days use. u can prefer it at the price of 999 it's sound quality is best on comparision with other headphones.READ MORE",5
excellent sound quality with deep bass. good battery backup. only thing not liked is its tight on ears. got @999 during big billion days.READ MORE,5
this is a very good product boat headphone good best also very nice thank you FlipkartREAD MORE,5
This headphone is very stylish but if you looking bass dj then it will be dispointe you. battery backup is good. mic is okk okk overall it's good but not very goodREAD MORE,4
